creative,ad_tone
USSEN/CO HICKENLOOPER DIRTY DOZEN,Contrast
USSEN/CO HICKENLOOPER FACES SP,Contrast
USSEN/CO HICKENLOOPER JARED POLIS,Support
USSEN/CO HICKENLOOPER JARED POLIS SP,Support
USSEN/CO HICKENLOOPER JEANNE SWAIM,Contrast
USSEN/CO HICKENLOOPER JESSIKA SP,Contrast
USSEN/CO HICKENLOOPER JESUSIO SILVA,Support
USSEN/CO HICKENLOOPER JESUSIO SILVA SP,Support
USSEN/CO HICKENLOOPER LARRY TRUJILLO,Contrast
USSEN/CO HICKENLOOPER MANY PROMISES SP,Support
USSEN/CO HICKENLOOPER NEIL SULLIVAN,Support
USSEN/CO HICKENLOOPER NEWSPAPER ENDORSEMENTS,Contrast
USSEN/CO HICKENLOOPER ONE HUNDRED PERCENT,Contrast
USSEN/CO HICKENLOOPER OPTIMIST,Support
USSEN/CO HICKENLOOPER RELIEF,Support
USSEN/CO HICKENLOOPER SIMPLE RULE,Support
USSEN/CO HICKENLOOPER VACATION,Contrast
USSEN/CO HICKENLOOPER WHICH CORY,Contrast
USSEN/CO HICKENLOOPER&DSCC MY DAD,Contrast
USSEN/DE COONS ESSENTIAL WORKERS,Support
USSEN/DE COONS PART OF THE SOLUTION 60,Support
USSEN/DE COONS TOUGH TIME,Support
USSEN/GA COLLINS DESPERATE,Support
USSEN/GA COLLINS DESPERATE PREFERRED PICK,Support
USSEN/GA COLLINS JORDAN,Attack
USSEN/GA COLLINS MAO TSE-TUNG,Contrast
USSEN/GA COLLINS MY TURN,Support
USSEN/GA LOEFFLER ATTILA THE HUN,Support
USSEN/GA LOEFFLER ATTILA THE HUN 2,Support
USSEN/GA LOEFFLER ATTILA THE HUN 3,Support
USSEN/GA LOEFFLER DID NOTHING WRONG,Contrast
USSEN/GA LOEFFLER HERSCHEL WALKER,Support
USSEN/GA LOEFFLER KEMP ENDORSEMENT,Support
USSEN/GA LOEFFLER KEMP ENDORSEMENT 2,Support
USSEN/GA LOEFFLER MOST CONSERVATIVE,Support
USSEN/GA LOEFFLER RADICAL POLITICAL AGENDA,Support
USSEN/GA LOEFFLER STAKES,Contrast
USSEN/GA LOEFFLER THE PERFECT PICTURE,Contrast
USSEN/GA LOEFFLER TRUMP ENDORSEMENT,Support
USSEN/GA LOEFFLER TRUMP ENDORSEMENT 2,Support
USSEN/GA LOEFFLER WORSE THAN YOU THOUGHT,Support
USSEN/GA OSSOFF ALL IN THIS TOGETHER,Support
USSEN/GA OSSOFF CLASSIFIED BRIEFING,Contrast
USSEN/GA OSSOFF CORONAVIRUS BRIEFING,Contrast
USSEN/GA OSSOFF DR ALISHA KRAMER,Support
USSEN/GA OSSOFF HURTING,Contrast
USSEN/GA OSSOFF INSIDER KNOWLEDGE,Contrast
USSEN/GA OSSOFF MY JOB,Support
USSEN/GA OSSOFF OUT FOR HIMSELF,Contrast
USSEN/GA OSSOFF PAY FOR IT,Support
USSEN/GA OSSOFF PRE EXISTING CONDITIONS 15,Contrast
USSEN/GA OSSOFF RIP US OFF,Support
USSEN/GA OSSOFF SAFE,Support
USSEN/GA OSSOFF SAFE 2,Support
USSEN/GA OSSOFF SICK,Support
USSEN/GA OSSOFF STILL TRYING,Contrast
USSEN/GA OSSOFF STRUGGLING,Support
USSEN/GA OSSOFF UNPREPARED,Contrast
USSEN/GA PERDUE CAUGHT IN A LIE,Contrast
USSEN/GA PERDUE CLEARED 15,Support
USSEN/GA PERDUE DANGEROUS,Contrast
USSEN/GA PERDUE LYING AGAIN,Contrast
USSEN/GA PERDUE LYING AGAIN 2,Contrast
USSEN/GA PERDUE PROMISE AND HOPE,Support
USSEN/GA PERDUE RADICAL,Contrast
USSEN/GA PERDUE SHINING CITY ON THE HILL,Support
USSEN/GA PERDUE THE RIGHT THING TO DO,Support
USSEN/GA PERDUE THE TRUTH 15,Support
USSEN/GA PERDUE TURNAROUND,Contrast
USSEN/GA PERDUE UNPRECEDENTED,Support
USSEN/GA PERDUE WORKS FOR CHINA,Contrast
USSEN/GA PERDUE&NRSC MILITARY PAY,Support
USSEN/GA PERDUE&NRSC TRUST,Contrast
USSEN/GA STOVALL DO IT AGAIN 15,Support
USSEN/GA STOVALL ONE OF US 15,Support
USSEN/GA WARNOCK 1982,Support
USSEN/GA WARNOCK BARACK OBAMA 60,Support
USSEN/GA WARNOCK DISCONNECT,Support
USSEN/GA WARNOCK LIKE ME,Support
USSEN/GA WARNOCK MEDICAID EXPANSION,Support
USSEN/GA WARNOCK MEDICAID EXPANSION WORSE,Support
USSEN/GA WARNOCK MORAL ISSUE,Contrast
USSEN/GA WARNOCK MY JOB,Support
USSEN/GA WARNOCK PASTOR 60,Support
USSEN/GA WARNOCK STAND UP 60,Support
USSEN/GA WARNOCK THE END OF THE LINE,Support
USSEN/IA ERNST DELIVERING,Support
USSEN/IA ERNST HARD WORK DECENCY RESILIENCE 60,Support
USSEN/IA ERNST HIDING SOMETHING,Contrast
USSEN/IA ERNST JILL,Support
USSEN/IA ERNST JULIE,Support
USSEN/IA ERNST KEY ROLE,Support
USSEN/IA ERNST LIBBY,Support
USSEN/IA ERNST ONE DIME,Contrast
USSEN/IA ERNST OWEN,Support
USSEN/IA ERNST RICK,Contrast
USSEN/IA ERNST SARA'S LAW,Contrast
USSEN/IA ERNST SYSTEMIC RACISM,Contrast
USSEN/IA ERNST VAWA,Support
USSEN/IA ERNST&IARP JILL,Support
USSEN/IA ERNST&IARP OWEN,Support
USSEN/IA GREENFIELD COME TOGETHER 60,Support
USSEN/IA GREENFIELD CRISIS,Support
USSEN/IA GREENFIELD FLYOVER COUNTRY,Support
USSEN/IA GREENFIELD GRIDLOCK,Support
USSEN/IA GREENFIELD HOGWASH,Contrast
USSEN/IA GREENFIELD IN AMERICA,Support
USSEN/IA GREENFIELD JOHN ADAMS,Support
USSEN/IA GREENFIELD JUMPSTARTING,Support
USSEN/IA GREENFIELD JUST JOBS 2,Support
USSEN/IA GREENFIELD KEITH UHL,Contrast
USSEN/IA GREENFIELD LAUREN,Contrast
USSEN/IA GREENFIELD LORETTA SIEMAN,Support
USSEN/IA GREENFIELD MARY,Contrast
USSEN/IA GREENFIELD MORE LIES,Contrast
USSEN/IA GREENFIELD NOTHING GETS DONE,Support
USSEN/IA GREENFIELD OUR VOICE,Contrast
USSEN/IA GREENFIELD PAUL FITZGERALD,Support
USSEN/IA GREENFIELD PERSONAL,Support
USSEN/IA GREENFIELD PHONY POLITICAL ATTACKS,Support
USSEN/IA GREENFIELD PROUD,Support
USSEN/IA GREENFIELD SOCAL SECURITY,Support
USSEN/IA GREENFIELD TOUGH TIMES 60,Support
USSEN/IA GREENFIELD TWINS,Support
USSEN/IA GREENFIELD WALT,Contrast
USSEN/IA GREENFIELD&DSCC COUNT ON,Contrast
USSEN/ID JORDAN LEFT BEHIND,Contrast
USSEN/ID JORDAN LULLABY,Contrast
USSEN/ID RISCH CHINA LIED,Support
USSEN/ID RISCH OUR VALUES,Support
USSEN/ID RISCH TOUGH,Support
USSEN/ID RISCH WRONG,Support
USSEN/IL DURBIN BARACK OBAMA,Support
USSEN/IL DURBIN BIG BULLY,Contrast
USSEN/IL DURBIN BRENT SCHWOERER,Support
USSEN/IL DURBIN DELIVERS,Support
USSEN/IL DURBIN LYNARD JOINER,Support
USSEN/IL DURBIN MARK KENNEDY,Support
USSEN/IL DURBIN TOGETHER SP,Support
USSEN/IL WILSON 1994 CRIME BILL,Contrast
USSEN/IL WILSON BIGGEST THREAT,Support
USSEN/IL WILSON FAMILY AFFAIR,Contrast
USSEN/IL WILSON GETTING WORSE,Support
USSEN/IL WILSON GREAT SUCCESS,Support
USSEN/IL WILSON INTERNATIONAL BUSINESSMAN,Support
USSEN/IL WILSON NEVER GIVE UP,Support
USSEN/IL WILSON TAX BURDEN,Support
USSEN/IL WILSON TERM LIMITS,Support
USSEN/IL WILSON WILL NOT BE BOUGHT,Support
USSEN/KS BOLLIER A NEW LOW,Contrast
USSEN/KS BOLLIER ALWAYS OPEN,Support
USSEN/KS BOLLIER CARE DEEPLY,Contrast
USSEN/KS BOLLIER CARE DEEPLY 2,Support
USSEN/KS BOLLIER CROSSES A LINE,Contrast
USSEN/KS BOLLIER HEALTHCARE EXECUTIVE,Contrast
USSEN/KS BOLLIER HEALTHCARE EXECUTIVE 2,Contrast
USSEN/KS BOLLIER HELP HIMSELF,Contrast
USSEN/KS BOLLIER JAN KESSINGER,Support
USSEN/KS BOLLIER JAN KESSINGER 2,Support
USSEN/KS BOLLIER JENNIFER WILLIAMS,Contrast
USSEN/KS BOLLIER JIM PORTER,Support
USSEN/KS BOLLIER JOE YOUNG,Support
USSEN/KS BOLLIER KNOTS,Support
USSEN/KS BOLLIER LARRY HIBBARD,Support
USSEN/KS BOLLIER LARRY HIBBARD 2,Support
USSEN/KS BOLLIER MIDDLE OF THE ROAD,Contrast
USSEN/KS BOLLIER NEIGHBORLY,Support
USSEN/KS BOLLIER OUT OF CONTEXT,Support
USSEN/KS BOLLIER POLITICIAN,Contrast
USSEN/KS BOLLIER RESPONSIBLE SPENDING,Support
USSEN/KS BOLLIER RESPONSIBLE SPENDING CUT TAXES,Support
USSEN/KS BOLLIER STRAIGHT WITH US,Contrast
USSEN/KS BOLLIER TOGETHER,Support
USSEN/KS BOLLIER TOM MOXLEY,Support
USSEN/KS BOLLIER UPENDED 60,Support
USSEN/KS BOLLIER VOICE OF REASON 60,Support
USSEN/KS MARSHALL A BLOOMIN' LIBERAL,Attack
USSEN/KS MARSHALL BOB DOLE 15,Support
USSEN/KS MARSHALL CAL HAYDEN,Contrast
USSEN/KS MARSHALL CRITICAL CONDITION,Support
USSEN/KS MARSHALL LAINA 15,Support
USSEN/KS MARSHALL LIBERAL RECORD,Contrast
USSEN/KS MARSHALL NO EXCUSE,Contrast
USSEN/KS MARSHALL PARTY BOSSES,Contrast
USSEN/KS MARSHALL PRE EXISTING CONDITION,Contrast
USSEN/KS MARSHALL SCHUMER PLAN,Contrast
USSEN/KS MARSHALL SCHUMER PLAN 2,Contrast
USSEN/KY MCCONNELL ADVERSITY,Support
USSEN/KY MCCONNELL ADVERSITY 60,Support
USSEN/KY MCCONNELL ALBROW & RANDY,Contrast
USSEN/KY MCCONNELL COL JIM CLARK,Contrast
USSEN/KY MCCONNELL EXTREMELY FAMILIAR,Contrast
USSEN/KY MCCONNELL EXTREMELY FAMILIAR 2,Contrast
USSEN/KY MCCONNELL EXTREMELY FAMILIAR 3,Contrast
USSEN/KY MCCONNELL EXTREMELY FAMILIAR 4,Contrast
USSEN/KY MCCONNELL EXTREMELY FAMILIAR 5,Contrast
USSEN/KY MCCONNELL FAR LEFT,Contrast
USSEN/KY MCCONNELL JORDAN PAYNE,Support
USSEN/KY MCCONNELL JORDAN PAYNE 60,Support
USSEN/KY MCCONNELL MOBS,Contrast
USSEN/KY MCCONNELL MOCK,Contrast
USSEN/KY MCCONNELL NEWCOMER,Contrast
USSEN/KY MCCONNELL PRESIDENT TRUMP,Contrast
USSEN/KY MCCONNELL SHERIFF ED BRADY,Contrast
USSEN/KY MCCONNELL SHERIFFS,Support
USSEN/KY MCCONNELL STEADY HAND,Support
USSEN/KY MCCONNELL TRUMP ENDORSEMENT,Support
USSEN/KY MCCONNELL WAR ON COAL,Contrast
USSEN/KY MCGRATH 1990 CAMPAIGN AD,Contrast
USSEN/KY MCGRATH AFFORDABLE HEALTHCARE 15,Contrast
USSEN/KY MCGRATH BRENT SPENCE BRIDGE,Contrast
USSEN/KY MCGRATH COUNTRY BEFORE PARTY,Support
USSEN/KY MCGRATH EQUAL PAY 15,Contrast
USSEN/KY MCGRATH FULLY PROSECUTED,Contrast
USSEN/KY MCGRATH GROWING UP,Support
USSEN/KY MCGRATH GROWING UP DERBY,Support
USSEN/KY MCGRATH JOHN W,Contrast
USSEN/KY MCGRATH LEADERS OF FAITH,Support
USSEN/KY MCGRATH MESSED UP,Contrast
USSEN/KY MCGRATH MESSED UP MCCONNELL,Contrast
USSEN/KY MCGRATH MOST IMPORTANT JOBS,Support
USSEN/KY MCGRATH PAUL PATTON 60,Contrast
USSEN/KY MCGRATH PLAYING POLITICS,Contrast
USSEN/KY MCGRATH PLAYING POLITICS INTRO,Contrast
USSEN/KY MCGRATH PRETENDS,Attack
USSEN/KY MCGRATH REX CHAPMAN,Support
USSEN/KY MCGRATH RIDICULOUS,Contrast
USSEN/KY MCGRATH SECRET BRIEFING,Attack
USSEN/KY MCGRATH SELL US OUT,Contrast
USSEN/KY MCGRATH SURE THING,Contrast
USSEN/KY MCGRATH SURE THING VA,Contrast
USSEN/KY MCGRATH VETERAN TESTIMONIALS,Support
USSEN/KY MCGRATH VOTE HIM OUT,Attack
USSEN/KY MCGRATH VOTE HIM OUT 2,Contrast
USSEN/LA CASSIDY AMY CONEY BARRETT,Support
USSEN/LA CASSIDY BIG CONTRIBUTION,Support
USSEN/LA CASSIDY NO OIL NO JOBS,Support
USSEN/LA CASSIDY OUR DUTY,Support
USSEN/LA CASSIDY SURPRISE MEDICAL BILLS,Support
USSEN/LA CASSIDY VETERANS,Support
USSEN/LA EDWARDS THE PEOPLES CHAMP END CARD,Support
USSEN/LA PERKINS FAMILY AND FAITH,Support
USSEN/LA PERKINS NO SURPRISE,Contrast
USSEN/LA PERKINS POLITICAL GAMES,Contrast
USSEN/MA KENNEDY COMMUNITY ENDORSEMENTS,Support
USSEN/MA KENNEDY LEGACY,Support
USSEN/MA MARKEY ALEXANDRIA OCASIO-CORTEZ,Support
USSEN/MA MARKEY DESPERATE,Support
USSEN/MA MARKEY EXPERIENCE ENDORSEMENTS 1,Support
USSEN/MA MARKEY EXPERIENCE ENDORSEMENTS 2,Support
USSEN/MA MARKEY PROVEN ABILITY THUMBS UP SP,Support
USSEN/ME COLLINS BATH IRON WORKS,Support
USSEN/ME COLLINS BILL GREEN,Support
USSEN/ME COLLINS BILL GREEN 2,Support
USSEN/ME COLLINS BILL GREEN 3,Support
USSEN/ME COLLINS BILL GREEN 4,Contrast
USSEN/ME COLLINS BILL GREEN 5,Support
USSEN/ME COLLINS BRIAN DENGER,Support
USSEN/ME COLLINS COLE STAPLES,Contrast
USSEN/ME COLLINS DEVOTED,Support
USSEN/ME COLLINS EVEN BETTER,Support
USSEN/ME COLLINS MOMENTS 60,Support
USSEN/ME COLLINS NANCY,Attack
USSEN/ME COLLINS NOT FOR MAINE,Attack
USSEN/ME COLLINS OUR SENATOR 2,Support
USSEN/ME COLLINS OUR SENATOR 3,Support
USSEN/ME COLLINS PPP 2,Support
USSEN/ME COLLINS PRIME TIME,Contrast
USSEN/ME COLLINS RAISE YOUR TAXES,Contrast
USSEN/ME COLLINS RAISE YOUR TAXES 2,Contrast
USSEN/ME COLLINS SCAM,Support
USSEN/ME COLLINS SHARMON CLARK,Contrast
USSEN/ME COLLINS TIM TOWER,Support
USSEN/ME COLLINS UP FRONT,Support
USSEN/ME COLLINS VALERIE & THURLOW HARPER,Support
USSEN/ME COLLINS VETERANS,Support
USSEN/ME COLLINS WAYNE,Contrast
USSEN/ME COLLINS WHAT MAINERS DO,Contrast
USSEN/ME COLLINS WHERE SHE CAME FROM,Support
USSEN/ME GIDEON A HUMAN RIGHT,Support
USSEN/ME GIDEON A HUMAN RIGHT 60,Contrast
USSEN/ME GIDEON A LIE,Contrast
USSEN/ME GIDEON ACROSS THE AISLE,Support
USSEN/ME GIDEON BARACK OBAMA,Support
USSEN/ME GIDEON BARACK OBAMA 60,Support
USSEN/ME GIDEON BATH IRON WORKS,Contrast
USSEN/ME GIDEON BECKY SHEPHERD,Contrast
USSEN/ME GIDEON BIG DIFFERENCE,Contrast
USSEN/ME GIDEON DAVID REDDING,Support
USSEN/ME GIDEON DAVID SMITH,Contrast
USSEN/ME GIDEON DECIDING VOTES 60,Contrast
USSEN/ME GIDEON DO ANYTHING,Contrast
USSEN/ME GIDEON ENABLER 60,Contrast
USSEN/ME GIDEON ERIKA HEMPHILL 60,Support
USSEN/ME GIDEON FALSE,Contrast
USSEN/ME GIDEON FORMER COLLINS VOTERS,Attack
USSEN/ME GIDEON GET THINGS DONE,Support
USSEN/ME GIDEON IRA LEVINE,Support
USSEN/ME GIDEON IRA LEVINE 2,Support
USSEN/ME GIDEON KIM WING 60,Support
USSEN/ME GIDEON MAKE A DIFFERENCE 60,Support
USSEN/ME GIDEON NO REGRETS 60,Contrast
USSEN/ME GIDEON ON THE BALLOT,Contrast
USSEN/ME GIDEON PPH ENDORSEMENT,Contrast
USSEN/ME GIDEON PROPERTY TAX RELIEF,Support
USSEN/ME GIDEON REMEMBER,Contrast
USSEN/ME GIDEON REMEMBER 2,Contrast
USSEN/ME GIDEON REMEMBER 3,Contrast
USSEN/ME GIDEON REMEMBER 4,Contrast
USSEN/ME GIDEON RUBBER STAMP,Contrast
USSEN/ME GIDEON RUBBER STAMP 2,Contrast
USSEN/ME GIDEON SECRET,Contrast
USSEN/ME GIDEON SO ARE WE,Contrast
USSEN/ME GIDEON SOCIAL SECURITY AND MEDICARE,Attack
USSEN/ME GIDEON SUPPER WITH SARA,Support
USSEN/ME GIDEON SUPPER WITH SARA 60 5,Support
USSEN/ME GIDEON SUPPER WITH SARA 60 6,Support
USSEN/ME GIDEON SUPPER WITH SARA 60 7,Support
USSEN/ME GIDEON SUSAN JOYCE 60,Support
USSEN/ME GIDEON TAX CUTS,Contrast
USSEN/ME GIDEON THE SAME LIE,Contrast
USSEN/ME GIDEON THE TRUTH,Contrast
USSEN/ME GIDEON TOO FAR,Contrast
USSEN/ME GIDEON WHY,Contrast
USSEN/ME GIDEON YOUR TURN,Support
USSEN/ME LINN BROKEN SYSTEM,Contrast
USSEN/ME LINN REVOLUTION OF INDEPENDENTS 30,Support
USSEN/ME LINN REVOLUTION OF INDEPENDENTS 60,Contrast
USSEN/ME SAVAGE GLOBAL WARMING,Support
USSEN/ME SAVAGE MEDICARE FOR ALL,Support
USSEN/MI JAMES ANNIE NICKS,Support
USSEN/MI JAMES COMBAT 2,Support
USSEN/MI JAMES CRANES,Support
USSEN/MI JAMES DO THE JOB,Support
USSEN/MI JAMES DOWNPLAYED,Contrast
USSEN/MI JAMES GIVE IT AWAY,Contrast
USSEN/MI JAMES INVISIBLE MAN,Contrast
USSEN/MI JAMES MY COMPANY,Support
USSEN/MI JAMES NO ONE OWNS ME,Support
USSEN/MI JAMES PRETTY TERRIBLE,Support
USSEN/MI JAMES RESPECT AND LOVE,Support
USSEN/MI JAMES RESPECT AND LOVE PIC,Support
USSEN/MI JAMES SOMETHING CRAZY,Support
USSEN/MI JAMES TRUTH TEST,Contrast
USSEN/MI JAMES&MIRP LIZ,Support
USSEN/MI JAMES&NRSC LIZ,Contrast
USSEN/MI PETERS BEHOLDEN,Contrast
USSEN/MI PETERS BETSY DEVOS,Contrast
USSEN/MI PETERS COLLEEN,Support
USSEN/MI PETERS FALSE,Support
USSEN/MI PETERS FALSE GETTING,Support
USSEN/MI PETERS FUNDAMENTAL RIGHT,Support
USSEN/MI PETERS LEAVE NO ONE BEHIND,Support
USSEN/MI PETERS MOST EFFECTIVE,Support
USSEN/MI PETERS MOST EFFECTIVE DFP,Support
USSEN/MI PETERS MY MOTHER,Support
USSEN/MI PETERS NELS VELIQUETTE,Support
USSEN/MI PETERS OIL PIPELINES,Support
USSEN/MI PETERS PFAS CONTAMINATION,Support
USSEN/MI PETERS RED TAPE,Support
USSEN/MI PETERS THE GREAT LAKES,Support
USSEN/MN LEWIS COMING AFTER YOU,Support
USSEN/MN LEWIS ON FIRE,Contrast
USSEN/MN SMITH A LOT TO SAY,Contrast
USSEN/MN SMITH AMERICAN MANUFACTURING,Support
USSEN/MN SMITH COMMON GROUND,Support
USSEN/MN SMITH EARTHQUAKE,Support
USSEN/MN SMITH OPPORTUNITIES,Support
USSEN/MN SMITH PRESCRIPTION DRUG PRICES,Support
USSEN/MN SMITH THE KREIDERMACHERS,Support
USSEN/MN SMITH THROUGH A LOT,Support
USSEN/MS ESPY ACROSS THE AISLE,Contrast
USSEN/MS ESPY AGAINST MISSISSIPPI,Attack
USSEN/MS ESPY COMPARE RECORDS,Contrast
USSEN/MS ESPY DELIVER,Support
USSEN/MS ESPY EFFECTIVE,Contrast
USSEN/MS ESPY MOVING FORWARD,Support
USSEN/MS ESPY PRE EXISTING CONDITIONS,Attack
USSEN/MS ESPY RECORD,Attack
USSEN/MS ESPY SACRIFICES,Contrast
USSEN/MS HYDE-SMITH A LOT AT STAKE,Contrast
USSEN/MS HYDE-SMITH BIG DIFFERENCE,Contrast
USSEN/MS HYDE-SMITH CLEAR CHOICE,Contrast
USSEN/MS HYDE-SMITH PRIORITY,Support
USSEN/MS HYDE-SMITH UNDER FIRE,Support
USSEN/MS HYDE-SMITH WORK FOR YOU,Support
USSEN/MT BULLOCK 90000,Contrast
USSEN/MT BULLOCK ACROSS PARTY LINES,Contrast
USSEN/MT BULLOCK BALANCED,Support
USSEN/MT BULLOCK BETTER THAN YOU FOUND IT,Support
USSEN/MT BULLOCK BICKERING,Support
USSEN/MT BULLOCK BOTH PARTIES,Support
USSEN/MT BULLOCK BUYING POLITICIANS,Contrast
USSEN/MT BULLOCK CAROLINE ALEX CAM 60,Support
USSEN/MT BULLOCK CHALLENGED,Support
USSEN/MT BULLOCK CRACKED DOWN,Support
USSEN/MT BULLOCK DOWNRIGHT FALSE,Support
USSEN/MT BULLOCK GUN RIGHTS,Support
USSEN/MT BULLOCK LISA,Support
USSEN/MT BULLOCK MAIN STREET,Support
USSEN/MT BULLOCK MEMORIES,Support
USSEN/MT BULLOCK MY SON,Support
USSEN/MT BULLOCK OUTSOURCING,Contrast
USSEN/MT BULLOCK PRE EXISTING CONDITIONS 60,Contrast
USSEN/MT BULLOCK PRE EXISTING CONDITIONS 60 2,Contrast
USSEN/MT BULLOCK PUBLIC ACCESS RIGHTS,Support
USSEN/MT BULLOCK RANDY TOCCI 60,Support
USSEN/MT BULLOCK SAFE,Support
USSEN/MT BULLOCK SHERIFF ED LESTER,Support
USSEN/MT BULLOCK SOCIAL SECURITY 60,Contrast
USSEN/MT BULLOCK UNPRECEDENTED ACTION,Support
USSEN/MT BULLOCK VETERANS HOME 60,Contrast
USSEN/MT BULLOCK WHO WE ARE,Support
USSEN/MT BULLOCK WILL DO,Support
USSEN/MT DAINES ACCOUNTABLE 3,Support
USSEN/MT DAINES ANNIE & CAROLINE 60,Support
USSEN/MT DAINES BRYAN WELLS,Support
USSEN/MT DAINES CHRISTINE AHNER,Contrast
USSEN/MT DAINES CLEAR CHOICE 15,Contrast
USSEN/MT DAINES CLEAR CHOICE 2,Contrast
USSEN/MT DAINES DUANE ANKNEY,Contrast
USSEN/MT DAINES ED REGAN 2,Contrast
USSEN/MT DAINES ERICA STONE,Contrast
USSEN/MT DAINES HANOI JANE,Contrast
USSEN/MT DAINES JULIA CARUANA,Contrast
USSEN/MT DAINES KC WALSH 15,Support
USSEN/MT DAINES LYING TO YOU,Contrast
USSEN/MT DAINES OBAMACARE MESS,Contrast
USSEN/MT DAINES OH BROTHER,Attack
USSEN/MT DAINES ON THE LINE,Contrast
USSEN/MT DAINES PRIVATE SECTOR,Support
USSEN/MT DAINES ROB O'NEILL,Contrast
USSEN/MT DAINES SAM NUNNALLY,Attack
USSEN/MT DAINES THE TRUTH,Contrast
USSEN/MT DAINES YOUR CHOICE,Contrast
USSEN/MT DAINES&NRSC ED REGAN,Contrast
USSEN/NC CUNNINGHAM ANSWER THE CALL,Support
USSEN/NC CUNNINGHAM COUNTRY BEFORE PARTY,Support
USSEN/NC CUNNINGHAM ELIZABETH AND EMILY,Contrast
USSEN/NC CUNNINGHAM FACES,Support
USSEN/NC CUNNINGHAM HARD TO BELIEVE,Support
USSEN/NC CUNNINGHAM HARD WORK AND SERVICE,Contrast
USSEN/NC CUNNINGHAM ON THE BALLOT,Contrast
USSEN/NC CUNNINGHAM PERSONAL LIFE,Contrast
USSEN/NC CUNNINGHAM SERVICE,Support
USSEN/NC CUNNINGHAM STRONGER THAN EVER,Support
USSEN/NC CUNNINGHAM TIME AFTER TIME,Contrast
USSEN/NC TILLIS ONE BIG LIE,Attack
USSEN/NC TILLIS PARTY POLITICS,Attack
USSEN/NC TILLIS RADICALLY LIBERAL,Contrast
USSEN/NC TILLIS RAISE TAXES,Contrast
USSEN/NC TILLIS UCMJ,Contrast
USSEN/NC TILLIS&NCRP PARTY POLITICS,Attack
USSEN/NC TILLIS&NCRP SNEAKY,Contrast
USSEN/NC TILLIS&NRSC SNEAKY,Contrast
USSEN/NE SASSE KEPT HIS WORD,Support
USSEN/NH BOLDUC A NEW MISSION,Support
USSEN/NH BOLDUC TOURS OF DUTY 60,Support
USSEN/NH MESSNER DC JEANNE 2,Attack
USSEN/NH MESSNER FRUSTRATED,Support
USSEN/NH MESSNER GOV SUNUNU,Support
USSEN/NH MESSNER TRUMP ENDORSEMENT 15,Support
USSEN/NH MESSNER WE NEED LEADERS END CARD,Support
USSEN/NH SHAHEEN CHAMPION FOR WOMEN,Support
USSEN/NH SHAHEEN INCREDIBLE,Support
USSEN/NH SHAHEEN KATHY CAVALLARO,Support
USSEN/NH SHAHEEN MAKING A DIFFERENCE,Support
USSEN/NH SHAHEEN PHIL HUEBER,Support
USSEN/NH SHAHEEN PRE EXISTING CONDITIONS,Support
USSEN/NH SHAHEEN REVITALIZED,Support
USSEN/NH SHAHEEN THE EXTRA MILE,Support
USSEN/NM LUJAN CHANGED THE WORLD,Support
USSEN/NM LUJAN CUT SHORT,Support
USSEN/NM LUJAN DR BARBARA MCANENY 2,Attack
USSEN/NM LUJAN GARY JOHNSON,Contrast
USSEN/NM LUJAN GLORIA DOHERTY,Attack
USSEN/NM LUJAN JOHN ECKRE,Support
USSEN/NM LUJAN KEN RIEGE,Support
USSEN/NM LUJAN LIES AND DENIES,Contrast
USSEN/NM LUJAN MY JOURNEY,Support
USSEN/NM LUJAN STAND,Contrast
USSEN/NM LUJAN STAND 2,Contrast
USSEN/NM LUJAN TAKE ADVANTAGE,Support
USSEN/NM LUJAN UNEXPECTED CHALLENGE,Support
USSEN/NM LUJAN WORKING THE LAND,Support
USSEN/NM LUJAN WORKING THE LAND SP,Support
USSEN/NM LUJAN WORTH FIGHTING FOR,Support
USSEN/NM RONCHETTI A GREAT DEBATE,Contrast
USSEN/NM RONCHETTI BETTER CHOICE,Contrast
USSEN/NM RONCHETTI BIG CHOICES,Contrast
USSEN/NM RONCHETTI FAITH FAMILY FREEDOM,Contrast
USSEN/NM RONCHETTI FOLLOW THE SCIENCE,Support
USSEN/NM RONCHETTI FOLLOWERS,Contrast
USSEN/NM RONCHETTI SAM VIGIL,Support
USSEN/NM RONCHETTI SOFT ON CRIME,Contrast
USSEN/NM RONCHETTI VETERANS,Contrast
USSEN/NM RONCHETTI&NMRP AVA,Contrast
USSEN/NM RONCHETTI&NMRP UNWILLING TO WORK,Contrast
USSEN/OK BROYLES BAD REPUTATION,Support
USSEN/OK BROYLES DEBATE,Support
USSEN/OK BROYLES IN CRISIS,Attack
USSEN/OK BROYLES STILL GOT IT,Contrast
USSEN/OK BROYLES UP FOR THE JOB,Contrast
USSEN/OK INHOFE ENOUGH SAID,Support
USSEN/OK INHOFE HAVE YOUR BACK,Support
USSEN/OK INHOFE MILITARY BASES,Support
USSEN/OK INHOFE PRETTY CLEAR,Support
USSEN/OK INHOFE RUN,Contrast
USSEN/OK INHOFE SOUL OF OUR NATION,Support
USSEN/OK INHOFE SOUL OF OUR NATION 60,Support
USSEN/OK INHOFE WARREN ENDORSEMENT,Contrast
USSEN/RI REED CHALLENGES AHEAD,Support
USSEN/RI REED CHILDHOOD CANCER,Support
USSEN/RI REED ROCK THE BOAT,Support
USSEN/RI REED UPSIDE DOWN 60,Support
